state,fips,region,year,quarter,time,ym,low_wage_emp,ln_emp,min_wage,ln_min_wage,unemp_rate,above_fed,ever_treated,treated,g,first_treat_year,first_treat_quarter,first_treat_time,post,did,event_time
CO,8,West,2024,4,28,2024Q4,228.5,5.43153621033426,14.42,2.668616131856803,4.081978364895985,1,True,1,1.0,2018.0,1.0,1.0,1,1,27.0
CT,9,Northeast,2018,1,1,2018Q1,122.3,4.8064770426931265,10.1,2.312535423847214,2.9857245214336134,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,4.0
CT,9,Northeast,2018,2,2,2018Q2,124.3,4.822697998516666,10.1,2.312535423847214,2.9138037430156736,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,5.0
CT,9,Northeast,2018,3,3,2018Q3,124.1,4.821087692210561,10.1,2.312535423847214,2.99558746115414,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,6.0
CT,9,Northeast,2018,4,4,2018Q4,122.5,4.808111029984782,10.1,2.312535423847214,2.3926106137129426,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,7.0
CT,9,Northeast,2019,1,5,2019Q1,126.7,4.841822087327094,10.1,2.312535423847214,2.647831914689899,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,8.0
CT,9,Northeast,2019,2,6,2019Q2,127.8,4.850466541943434,10.1,2.312535423847214,1.9804418302284952,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,9.0
CT,9,Northeast,2019,3,7,2019Q3,126.2,4.837867950107113,10.1,2.312535423847214,2.249635814628628,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,10.0
CT,9,Northeast,2019,4,8,2019Q4,124.5,4.824305715904762,10.1,2.312535423847214,2.8795720571381005,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,11.0
CT,9,Northeast,2020,1,9,2020Q1,120.2,4.789157022101107,12.0,2.4849066497880004,2.580907410610544,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,12.0
CT,9,Northeast,2020,2,10,2020Q2,75.5,4.324132656254979,12.0,2.4849066497880004,11.78582746600248,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,13.0
CT,9,Northeast,2020,3,11,2020Q3,101.9,4.623991940228679,12.0,2.4849066497880004,7.776511647686792,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,14.0
CT,9,Northeast,2020,4,12,2020Q4,104.2,4.646312129319266,12.0,2.4849066497880004,5.097513345803297,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,15.0
CT,9,Northeast,2021,1,13,2021Q1,97.2,4.576770711466393,13.0,2.5649493574615367,5.364796044981924,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,16.0
CT,9,Northeast,2021,2,14,2021Q2,106.7,4.670021158307708,13.0,2.5649493574615367,5.161103594567518,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,17.0
CT,9,Northeast,2021,3,15,2021Q3,109.3,4.694096395182493,13.0,2.5649493574615367,4.094370417593777,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,18.0
CT,9,Northeast,2021,4,16,2021Q4,113.2,4.729156165769083,13.0,2.5649493574615367,3.5765868338995017,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,19.0
CT,9,Northeast,2022,1,17,2022Q1,112.1,4.719391330078114,14.0,2.6390573296152584,2.283132008114886,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,20.0
CT,9,Northeast,2022,2,18,2022Q2,117.7,4.768139014266231,14.0,2.6390573296152584,3.034296277281208,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,21.0
CT,9,Northeast,2022,3,19,2022Q3,117.7,4.768139014266231,14.0,2.6390573296152584,2.2619591169867586,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,22.0
CT,9,Northeast,2022,4,20,2022Q4,119.1,4.779963476361254,14.0,2.6390573296152584,2.197205617976715,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,23.0
CT,9,Northeast,2023,1,21,2023Q1,117.1,4.763028270603671,15.0,2.70805020110221,2.3099639495936537,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,24.0
CT,9,Northeast,2023,2,22,2023Q2,118.3,4.773223770984341,15.0,2.70805020110221,2.9427832420973457,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,25.0
CT,9,Northeast,2023,3,23,2023Q3,120.4,4.79081953287472,15.0,2.70805020110221,2.5753488956857904,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,26.0
CT,9,Northeast,2023,4,24,2023Q4,119.5,4.783316371371566,15.0,2.70805020110221,2.30140404098733,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,27.0
CT,9,Northeast,2024,1,25,2024Q1,118.7,4.776599301615622,15.69,2.753023566744941,2.192698795611697,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,28.0
CT,9,Northeast,2024,2,26,2024Q2,119.5,4.783316371371566,15.69,2.753023566744941,2.8496459865317303,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,29.0
CT,9,Northeast,2024,3,27,2024Q3,119.4,4.782479200958502,15.69,2.753023566744941,2.48269306648836,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,30.0
CT,9,Northeast,2024,4,28,2024Q4,119.8,4.785823685681349,15.69,2.753023566744941,2.5911236854776223,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,31.0
DC,11,South,2018,1,1,2018Q1,50.5,3.9219733362813143,13.25,2.583997552432231,4.50726820282869,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,8.0
DC,11,South,2018,2,2,2018Q2,51.8,3.9473901492654373,13.25,2.583997552432231,4.0674852310090115,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,9.0
DC,11,South,2018,3,3,2018Q3,51.5,3.9415818076696905,13.25,2.583997552432231,4.168490919653655,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,10.0
DC,11,South,2018,4,4,2018Q4,51.5,3.9415818076696905,13.25,2.583997552432231,3.9319562150981215,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,11.0
DC,11,South,2019,1,5,2019Q1,52.2,3.955082494888593,14.0,2.6390573296152584,4.281605497732024,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,12.0
DC,11,South,2019,2,6,2019Q2,52.7,3.9646154555473165,14.0,2.6390573296152584,4.146189496512963,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,13.0
DC,11,South,2019,3,7,2019Q3,51.5,3.9415818076696905,14.0,2.6390573296152584,4.423355339000255,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,14.0
DC,11,South,2019,4,8,2019Q4,52.6,3.9627161197436642,14.0,2.6390573296152584,3.4762056445085947,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,15.0
DC,11,South,2020,1,9,2020Q1,48.4,3.879499813722586,15.0,2.70805020110221,4.787460306553529,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,16.0
DC,11,South,2020,2,10,2020Q2,31.1,3.4372078191851885,15.0,2.70805020110221,12.7619239542999,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,17.0
DC,11,South,2020,3,11,2020Q3,42.2,3.742420221041966,15.0,2.70805020110221,9.102014765645976,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,18.0
DC,11,South,2020,4,12,2020Q4,41.4,3.7232808808312687,15.0,2.70805020110221,7.224045456102022,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,19.0
DC,11,South,2021,1,13,2021Q1,40.2,3.6938669956249757,15.2,2.7212954278522306,6.631847854477159,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,20.0
DC,11,South,2021,2,14,2021Q2,44.1,3.7864597824528,15.2,2.7212954278522306,6.0607404382104715,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,21.0
DC,11,South,2021,3,15,2021Q3,45.3,3.8133070324889884,15.2,2.7212954278522306,5.385113619049466,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,22.0
DC,11,South,2021,4,16,2021Q4,46.1,3.8308129500026027,15.2,2.7212954278522306,4.399650013759,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,23.0
DC,11,South,2022,1,17,2022Q1,46.8,3.845883202923601,15.2,2.7212954278522306,3.9707408670733857,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,24.0
DC,11,South,2022,2,18,2022Q2,47.8,3.86702563949741,15.2,2.7212954278522306,4.202430923262957,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,25.0
DC,11,South,2022,3,19,2022Q3,49.3,3.8979240810486444,15.2,2.7212954278522306,4.054654939946164,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,26.0
DC,11,South,2022,4,20,2022Q4,48.5,3.8815637979434374,15.2,2.7212954278522306,3.8396774155784534,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,27.0
DC,11,South,2023,1,21,2023Q1,47.2,3.8543938925915096,16.1,2.7788192719904172,4.1174302567866246,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,28.0
DC,11,South,2023,2,22,2023Q2,50.0,3.912023005428146,16.1,2.7788192719904172,3.939740150419632,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,29.0
DC,11,South,2023,3,23,2023Q3,49.2,3.8958936234982624,16.1,2.7788192719904172,4.2914089298083375,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,30.0
DC,11,South,2023,4,24,2023Q4,49.6,3.903990833730882,16.1,2.7788192719904172,4.236438946733733,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,31.0
DC,11,South,2024,1,25,2024Q1,48.7,3.885679030088544,17.0,2.833213344056216,3.798851790880028,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,32.0
DC,11,South,2024,2,26,2024Q2,49.7,3.906004933102583,17.0,2.833213344056216,4.179495982097558,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,33.0
DC,11,South,2024,3,27,2024Q3,49.0,3.8918202981106265,17.0,2.833213344056216,4.771738375693628,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,34.0
DC,11,South,2024,4,28,2024Q4,49.8,3.9080149840306073,17.0,2.833213344056216,4.630661373786689,1,True,1,-7.0,2016.0,1.0,-7.0,1,1,35.0
DE,10,South,2018,1,1,2018Q1,40.8,3.708682081410116,8.25,2.1102132003465894,5.575159378723987,0,True,1,13.0,2021.0,1.0,13.0,0,0,-12.0
DE,10,South,2018,2,2,2018Q2,41.5,3.7256934272366524,8.25,2.1102132003465894,5.650795651194244,0,True,1,13.0,2021.0,1.0,13.0,0,0,-11.0
DE,10,South,2018,3,3,2018Q3,42.0,3.7376696182833684,8.25,2.1102132003465894,5.114558997925887,0,True,1,13.0,2021.0,1.0,13.0,0,0,-10.0
DE,10,South,2018,4,4,2018Q4,41.1,3.716008121502189,8.25,2.1102132003465894,5.45625832233632,0,True,1,13.0,2021.0,1.0,13.0,0,0,-9.0
DE,10,South,2019,1,5,2019Q1,42.0,3.7376696182833684,8.75,2.169053700369523,5.299747986641093,0,True,1,13.0,2021.0,1.0,13.0,0,0,-8.0
DE,10,South,2019,2,6,2019Q2,42.9,3.758871825933971,8.75,2.169053700369523,5.327707839322377,0,True,1,13.0,2021.0,1.0,13.0,0,0,-7.0
DE,10,South,2019,3,7,2019Q3,42.2,3.742420221041966,8.75,2.169053700369523,4.990203287315457,0,True,1,13.0,2021.0,1.0,13.0,0,0,-6.0
DE,10,South,2019,4,8,2019Q4,42.6,3.751854253275325,8.75,2.169053700369523,4.787587021129506,0,True,1,13.0,2021.0,1.0,13.0,0,0,-5.0
DE,10,South,2020,1,9,2020Q1,40.2,3.6938669956249757,9.25,2.224623551524334,5.845210717954012,0,True,1,13.0,2021.0,1.0,13.0,0,0,-4.0
DE,10,South,2020,2,10,2020Q2,25.7,3.246490991901174,9.25,2.224623551524334,14.791083550766094,0,True,1,13.0,2021.0,1.0,13.0,0,0,-3.0
DE,10,South,2020,3,11,2020Q3,35.8,3.5779478934066544,9.25,2.224623551524334,9.733901895961456,0,True,1,13.0,2021.0,1.0,13.0,0,0,-2.0
DE,10,South,2020,4,12,2020Q4,34.3,3.535145354171894,9.25,2.224623551524334,8.037483372465049,0,True,1,13.0,2021.0,1.0,13.0,0,0,-1.0
DE,10,South,2021,1,13,2021Q1,33.0,3.4965075614664802,10.25,2.327277705584417,8.032992302535593,1,True,1,13.0,2021.0,1.0,13.0,1,1,0.0
DE,10,South,2021,2,14,2021Q2,36.7,3.6027767550605247,10.25,2.327277705584417,7.012517285237963,1,True,1,13.0,2021.0,1.0,13.0,1,1,1.0
DE,10,South,2021,3,15,2021Q3,37.4,3.6216707044204863,10.25,2.327277705584417,6.802718924858953,1,True,1,13.0,2021.0,1.0,13.0,1,1,2.0
DE,10,South,2021,4,16,2021Q4,38.6,3.653252276470785,10.25,2.327277705584417,5.871632257042958,1,True,1,13.0,2021.0,1.0,13.0,1,1,3.0
DE,10,South,2022,1,17,2022Q1,38.6,3.653252276470785,11.75,2.463853240590168,5.061771452574445,1,True,1,13.0,2021.0,1.0,13.0,1,1,4.0
DE,10,South,2022,2,18,2022Q2,39.6,3.6788291182604347,11.75,2.463853240590168,5.068870312128277,1,True,1,13.0,2021.0,1.0,13.0,1,1,5.0
DE,10,South,2022,3,19,2022Q3,39.9,3.686376323895818,11.75,2.463853240590168,4.444510101412936,1,True,1,13.0,2021.0,1.0,13.0,1,1,6.0
DE,10,South,2022,4,20,2022Q4,39.3,3.6712245188752153,11.75,2.463853240590168,5.702644880972036,1,True,1,13.0,2021.0,1.0,13.0,1,1,7.0
DE,10,South,2023,1,21,2023Q1,40.1,3.6913763343125234,13.25,2.583997552432231,4.878787673242943,1,True,1,13.0,2021.0,1.0,13.0,1,1,8.0
DE,10,South,2023,2,22,2023Q2,40.9,3.711130063048756,13.25,2.583997552432231,5.212659341414897,1,True,1,13.0,2021.0,1.0,13.0,1,1,9.0
DE,10,South,2023,3,23,2023Q3,40.5,3.7013019741124933,13.25,2.583997552432231,5.355667828444648,1,True,1,13.0,2021.0,1.0,13.0,1,1,10.0
DE,10,South,2023,4,24,2023Q4,40.1,3.6913763343125234,13.25,2.583997552432231,5.578879662432017,1,True,1,13.0,2021.0,1.0,13.0,1,1,11.0
DE,10,South,2024,1,25,2024Q1,40.1,3.6913763343125234,14.75,2.691243082785829,5.041524403931253,1,True,1,13.0,2021.0,1.0,13.0,1,1,12.0
DE,10,South,2024,2,26,2024Q2,40.4,3.6988297849671046,14.75,2.691243082785829,5.532662244260259,1,True,1,13.0,2021.0,1.0,13.0,1,1,13.0
DE,10,South,2024,3,27,2024Q3,40.1,3.6913763343125234,14.75,2.691243082785829,5.839248186786379,1,True,1,13.0,2021.0,1.0,13.0,1,1,14.0
DE,10,South,2024,4,28,2024Q4,40.2,3.6938669956249757,14.75,2.691243082785829,5.8332779034311635,1,True,1,13.0,2021.0,1.0,13.0,1,1,15.0
FL,12,South,2018,1,1,2018Q1,855.7,6.751919847424009,8.25,2.1102132003465894,2.8383414795548925,0,True,1,21.0,2023.0,1.0,21.0,0,0,-20.0
FL,12,South,2018,2,2,2018Q2,852.1,6.74770389083391,8.25,2.1102132003465894,2.3432875325343567,0,True,1,21.0,2023.0,1.0,21.0,0,0,-19.0
FL,12,South,2018,3,3,2018Q3,855.3,6.751452284586736,8.25,2.1102132003465894,2.538492401127982,0,True,1,21.0,2023.0,1.0,21.0,0,0,-18.0
FL,12,South,2018,4,4,2018Q4,874.1,6.773194785586442,8.25,2.1102132003465894,2.357448750249658,0,True,1,21.0,2023.0,1.0,21.0,0,0,-17.0
FL,12,South,2019,1,5,2019Q1,871.1,6.769756780824847,8.46,2.135349173618132,2.740861910027126,0,True,1,21.0,2023.0,1.0,21.0,0,0,-16.0
FL,12,South,2019,2,6,2019Q2,896.9,6.798944373123957,8.46,2.135349173618132,2.0958770588600024,0,True,1,21.0,2023.0,1.0,21.0,0,0,-15.0
FL,12,South,2019,3,7,2019Q3,894.9,6.796711980188812,8.46,2.135349173618132,2.499850296198051,0,True,1,21.0,2023.0,1.0,21.0,0,0,-14.0
FL,12,South,2019,4,8,2019Q4,872.4,6.771248034327474,8.46,2.135349173618132,2.7038680158264725,0,True,1,21.0,2023.0,1.0,21.0,0,0,-13.0
FL,12,South,2020,1,9,2020Q1,830.2,6.721666635618939,8.56,2.1471001901536506,2.5114182973886416,0,True,1,21.0,2023.0,1.0,21.0,0,0,-12.0
FL,12,South,2020,2,10,2020Q2,528.5,6.270042805310292,8.56,2.1471001901536506,11.86455985855538,0,True,1,21.0,2023.0,1.0,21.0,0,0,-11.0
FL,12,South,2020,3,11,2020Q3,734.0,6.598509028614515,8.56,2.1471001901536506,7.751089539439033,0,True,1,21.0,2023.0,1.0,21.0,0,0,-10.0
FL,12,South,2020,4,12,2020Q4,707.3,6.561454904041944,8.56,2.1471001901536506,5.323680200359949,0,True,1,21.0,2023.0,1.0,21.0,0,0,-9.0
FL,12,South,2021,1,13,2021Q1,698.4,6.548792004525392,10.0,2.302585092994046,5.011274086468824,0,True,1,21.0,2023.0,1.0,21.0,0,0,-8.0
FL,12,South,2021,2,14,2021Q2,763.5,6.637913124658687,10.0,2.302585092994046,4.647824062160238,0,True,1,21.0,2023.0,1.0,21.0,0,0,-7.0
FL,12,South,2021,3,15,2021Q3,787.3,6.668609370190421,10.0,2.302585092994046,3.873349171490348,0,True,1,21.0,2023.0,1.0,21.0,0,0,-6.0
FL,12,South,2021,4,16,2021Q4,801.7,6.686734473048906,10.0,2.302585092994046,2.7121434067690595,0,True,1,21.0,2023.0,1.0,21.0,0,0,-5.0
FL,12,South,2022,1,17,2022Q1,795.6,6.679096546979817,10.0,2.302585092994046,2.551399394203382,0,True,1,21.0,2023.0,1.0,21.0,0,0,-4.0
FL,12,South,2022,2,18,2022Q2,816.4,6.70490443093569,10.0,2.302585092994046,2.4934458292993344,0,True,1,21.0,2023.0,1.0,21.0,0,0,-3.0
FL,12,South,2022,3,19,2022Q3,827.0,6.717804695023691,10.0,2.302585092994046,2.779389424264212,0,True,1,21.0,2023.0,1.0,21.0,0,0,-2.0
FL,12,South,2022,4,20,2022Q4,852.5,6.748173209157672,10.0,2.302585092994046,2.7318275897512616,0,True,1,21.0,2023.0,1.0,21.0,0,0,-1.0
FL,12,South,2023,1,21,2023Q1,832.9,6.724913586941295,12.0,2.4849066497880004,2.890001079179166,1,True,1,21.0,2023.0,1.0,21.0,1,1,0.0
FL,12,South,2023,2,22,2023Q2,842.0,6.7357800142423265,12.0,2.4849066497880004,2.0138420730592843,1,True,1,21.0,2023.0,1.0,21.0,1,1,1.0
FL,12,South,2023,3,23,2023Q3,856.2,6.752503993710846,12.0,2.4849066497880004,2.705742532941903,1,True,1,21.0,2023.0,1.0,21.0,1,1,2.0
FL,12,South,2023,4,24,2023Q4,828.1,6.7191339200396545,12.0,2.4849066497880004,2.499048943647205,1,True,1,21.0,2023.0,1.0,21.0,1,1,3.0
FL,12,South,2024,1,25,2024Q1,830.1,6.72154617546099,13.0,2.5649493574615367,3.100987221891001,1,True,1,21.0,2023.0,1.0,21.0,1,1,4.0
FL,12,South,2024,2,26,2024Q2,856.0,6.752270376141742,13.0,2.5649493574615367,2.5015568563191537,1,True,1,21.0,2023.0,1.0,21.0,1,1,5.0
FL,12,South,2024,3,27,2024Q3,827.8,6.718771579314632,13.0,2.5649493574615367,2.692129789271467,1,True,1,21.0,2023.0,1.0,21.0,1,1,6.0
FL,12,South,2024,4,28,2024Q4,830.1,6.72154617546099,13.0,2.5649493574615367,2.6642285482924923,1,True,1,21.0,2023.0,1.0,21.0,1,1,7.0
GA,13,South,2018,1,1,2018Q1,370.5,5.914853444736141,7.25,1.9810014688665833,4.201168100828672,0,False,0,,,,,0,0,
GA,13,South,2018,2,2,2018Q2,382.6,5.946990057006152,7.25,1.9810014688665833,3.7514053816372073,0,False,0,,,,,0,0,
GA,13,South,2018,3,3,2018Q3,387.5,5.959715848793402,7.25,1.9810014688665833,3.6690118800823743,0,False,0,,,,,0,0,
GA,13,South,2018,4,4,2018Q4,385.2,5.953762679923971,7.25,1.9810014688665833,3.5064288581237837,0,False,0,,,,,0,0,
GA,13,South,2019,1,5,2019Q1,390.2,5.96665942818901,7.25,1.9810014688665833,3.8797384721469017,0,False,0,,,,,0,0,
GA,13,South,2019,2,6,2019Q2,386.8,5.957907763579139,7.25,1.9810014688665833,3.161891454249949,0,False,0,,,,,0,0,
GA,13,South,2019,3,7,2019Q3,398.9,5.988710758911361,7.25,1.9810014688665833,3.5933718743876324,0,False,0,,,,,0,0,
GA,13,South,2019,4,8,2019Q4,394.3,5.977112040883582,7.25,1.9810014688665833,3.3651711627704626,0,False,0,,,,,0,0,
GA,13,South,2020,1,9,2020Q1,374.0,5.924255797414532,7.25,1.9810014688665833,3.773785762186169,0,False,0,,,,,0,0,
GA,13,South,2020,2,10,2020Q2,240.3,5.481888142742423,7.25,1.9810014688665833,12.974712125311145,0,False,0,,,,,0,0,
GA,13,South,2020,3,11,2020Q3,338.0,5.823045895483019,7.25,1.9810014688665833,7.955415834425228,0,False,0,,,,,0,0,
GA,13,South,2020,4,12,2020Q4,326.1,5.787204082795274,7.25,1.9810014688665833,6.320707069220546,0,False,0,,,,,0,0,
GA,13,South,2021,1,13,2021Q1,312.2,5.743644008081332,7.25,1.9810014688665833,6.0585066155932905,0,False,0,,,,,0,0,
GA,13,South,2021,2,14,2021Q2,337.5,5.821565510312585,7.25,1.9810014688665833,5.774449727330645,0,False,0,,,,,0,0,
GA,13,South,2021,3,15,2021Q3,355.3,5.872962503026981,7.25,1.9810014688665833,5.068912007519854,0,False,0,,,,,0,0,
GA,13,South,2021,4,16,2021Q4,358.8,5.882765130184641,7.25,1.9810014688665833,4.18179970191944,0,False,0,,,,,0,0,
GA,13,South,2022,1,17,2022Q1,369.8,5.912962318953024,7.25,1.9810014688665833,4.145965211700116,0,False,0,,,,,0,0,
GA,13,South,2022,2,18,2022Q2,369.1,5.911067610035953,7.25,1.9810014688665833,3.5848327591493305,0,False,0,,,,,0,0,
GA,13,South,2022,3,19,2022Q3,380.7,5.942011663388452,7.25,1.9810014688665833,3.397188102355014,0,False,0,,,,,0,0,
GA,13,South,2022,4,20,2022Q4,379.5,5.938854596835685,7.25,1.9810014688665833,3.111358173058702,0,False,0,,,,,0,0,
GA,13,South,2023,1,21,2023Q1,384.6,5.952203833154679,7.25,1.9810014688665833,2.9805181801573895,0,False,0,,,,,0,0,
GA,13,South,2023,2,22,2023Q2,378.8,5.937008361311923,7.25,1.9810014688665833,3.5517427578125083,0,False,0,,,,,0,0,
GA,13,South,2023,3,23,2023Q3,385.8,5.955319100471629,7.25,1.9810014688665833,3.9092292590530873,0,False,0,,,,,0,0,
GA,13,South,2023,4,24,2023Q4,390.5,5.967427969279741,7.25,1.9810014688665833,4.053506513895401,0,False,0,,,,,0,0,
GA,13,South,2024,1,25,2024Q1,382.4,5.946467181177246,7.25,1.9810014688665833,3.342727291145233,0,False,0,,,,,0,0,
GA,13,South,2024,2,26,2024Q2,387.0,5.958424693029782,7.25,1.9810014688665833,3.7999358841906687,0,False,0,,,,,0,0,
GA,13,South,2024,3,27,2024Q3,391.8,5.9707515055104405,7.25,1.9810014688665833,4.163795320644881,0,False,0,,,,,0,0,
GA,13,South,2024,4,28,2024Q4,391.4,5.969730054961976,7.25,1.9810014688665833,4.605314891159018,0,False,0,,,,,0,0,
HI,15,West,2018,1,1,2018Q1,69.5,4.241326752570746,10.1,2.312535423847214,4.6274781370328855,1,True,1,1.0,2018.0,1.0,1.0,1,1,0.0
HI,15,West,2018,2,2,2018Q2,72.8,4.28771595520264,10.1,2.312535423847214,4.92277061320645,1,True,1,1.0,2018.0,1.0,1.0,1,1,1.0
HI,15,West,2018,3,3,2018Q3,70.6,4.257030144499196,10.1,2.312535423847214,4.934482521261795,1,True,1,1.0,2018.0,1.0,1.0,1,1,2.0
HI,15,West,2018,4,4,2018Q4,71.0,4.2626798770413155,10.1,2.312535423847214,3.989333329279984,1,True,1,1.0,2018.0,1.0,1.0,1,1,3.0
HI,15,West,2019,1,5,2019Q1,72.3,4.280824129164719,10.1,2.312535423847214,4.361977621407186,1,True,1,1.0,2018.0,1.0,1.0,1,1,4.0
HI,15,West,2019,2,6,2019Q2,73.3,4.294560608892605,10.1,2.312535423847214,3.805185521878888,1,True,1,1.0,2018.0,1.0,1.0,1,1,5.0
HI,15,West,2019,3,7,2019Q3,74.4,4.309455941839047,10.1,2.312535423847214,4.336133124873551,1,True,1,1.0,2018.0,1.0,1.0,1,1,6.0
HI,15,West,2019,4,8,2019Q4,74.0,4.30406509320417,10.1,2.312535423847214,4.532217851945706,1,True,1,1.0,2018.0,1.0,1.0,1,1,7.0
HI,15,West,2020,1,9,2020Q1,69.6,4.242764567340374,10.1,2.312535423847214,5.0676622908357265,1,True,1,1.0,2018.0,1.0,1.0,1,1,8.0
HI,15,West,2020,2,10,2020Q2,45.7,3.822098297900159,10.1,2.312535423847214,13.83918360933285,1,True,1,1.0,2018.0,1.0,1.0,1,1,9.0
HI,15,West,2020,3,11,2020Q3,62.7,4.138361447638875,10.1,2.312535423847214,10.105539838878306,1,True,1,1.0,2018.0,1.0,1.0,1,1,10.0
HI,15,West,2020,4,12,2020Q4,60.8,4.107589788972121,10.1,2.312535423847214,7.102924737742451,1,True,1,1.0,2018.0,1.0,1.0,1,1,11.0
HI,15,West,2021,1,13,2021Q1,56.2,4.028916756899646,10.1,2.312535423847214,6.505940443400372,1,True,1,1.0,2018.0,1.0,1.0,1,1,12.0
HI,15,West,2021,2,14,2021Q2,61.8,4.123903364463645,10.1,2.312535423847214,6.700290865537932,1,True,1,1.0,2018.0,1.0,1.0,1,1,13.0
HI,15,West,2021,3,15,2021Q3,65.3,4.178992036282385,10.1,2.312535423847214,6.032174809888709,1,True,1,1.0,2018.0,1.0,1.0,1,1,14.0
HI,15,West,2021,4,16,2021Q4,66.8,4.2017030805426,10.1,2.312535423847214,5.00714675077869,1,True,1,1.0,2018.0,1.0,1.0,1,1,15.0
HI,15,West,2022,1,17,2022Q1,66.1,4.191168746857641,12.0,2.4849066497880004,3.996722545194955,1,True,1,1.0,2018.0,1.0,1.0,1,1,16.0
HI,15,West,2022,2,18,2022Q2,69.3,4.238444906195857,12.0,2.4849066497880004,4.390219163353081,1,True,1,1.0,2018.0,1.0,1.0,1,1,17.0
HI,15,West,2022,3,19,2022Q3,69.1,4.235554730773624,12.0,2.4849066497880004,4.025614325055462,1,True,1,1.0,2018.0,1.0,1.0,1,1,18.0
HI,15,West,2022,4,20,2022Q4,67.1,4.206184043977636,12.0,2.4849066497880004,4.71785693985593,1,True,1,1.0,2018.0,1.0,1.0,1,1,19.0
HI,15,West,2023,1,21,2023Q1,69.0,4.23410650459726,14.0,2.6390573296152584,4.426934649035972,1,True,1,1.0,2018.0,1.0,1.0,1,1,20.0
HI,15,West,2023,2,22,2023Q2,70.6,4.257030144499196,14.0,2.6390573296152584,4.034991239308711,1,True,1,1.0,2018.0,1.0,1.0,1,1,21.0
HI,15,West,2023,3,23,2023Q3,72.6,4.28496492183075,14.0,2.6390573296152584,4.36279510000591,1,True,1,1.0,2018.0,1.0,1.0,1,1,22.0
HI,15,West,2023,4,24,2023Q4,72.5,4.283586561860629,14.0,2.6390573296152584,4.1991911186402335,1,True,1,1.0,2018.0,1.0,1.0,1,1,23.0
HI,15,West,2024,1,25,2024Q1,68.7,4.229749199228304,16.0,2.772588722239781,4.498151446024967,1,True,1,1.0,2018.0,1.0,1.0,1,1,24.0
HI,15,West,2024,2,26,2024Q2,70.7,4.258445572902527,16.0,2.772588722239781,5.103497871357289,1,True,1,1.0,2018.0,1.0,1.0,1,1,25.0
HI,15,West,2024,3,27,2024Q3,70.2,4.251348311031766,16.0,2.772588722239781,4.7212373613062555,1,True,1,1.0,2018.0,1.0,1.0,1,1,26.0
